Model,R2,RMSE,MAE,Inference_Time_Mean_ms,Inference_Time_Std_ms,CV_R2,CV_RMSE,Best_Params
torch_mlp,0.7122491578092838,0.1569824987199807,0.121708379639401,0.14591217041015625,0.0,0.6647335754879489,0.16759655829968564,"{'hidden_dim': 82, 'lr': 2.8522302504967208e-05, 'batch_size': 64, 'epochs': 183}"
